Druivensoort,Zuur,Body / vol,Suiker / zoet,Citrusfruit,Appel,Tropisch fruit,Steenfruit,Meloen,Peer,Noten,Rood fruit,Bloemen,Honing,Kruiden
Stan,3.1,3.9,3.1,1.4,5.0,3.2,3.3,1.0,5.0,3.3,1.6,1.0,3.7,1.0
